"ensembl_transcript_id","mgi_symbol","transcript_biotype","description"
"ENSMUST00000173823","Gabbr1","nonsense_mediated_decay","gamma-aminobutyric acid (GABA) B receptor, 1 [Source:MGI Symbol;Acc:MGI:1860139]"
"ENSMUST00000174456","Gabbr1","protein_coding","gamma-aminobutyric acid (GABA) B receptor, 1 [Source:MGI Symbol;Acc:MGI:1860139]"
"ENSMUST00000172789","Gabbr1","protein_coding","gamma-aminobutyric acid (GABA) B receptor, 1 [Source:MGI Symbol;Acc:MGI:1860139]"
"ENSMUST00000172792","Gabbr1","protein_coding","gamma-aminobutyric acid (GABA) B receptor, 1 [Source:MGI Symbol;Acc:MGI:1860139]"
"ENSMUST00000217397","Or2h2","protein_coding","olfactory receptor family 2 subfamily H member 2 [Source:MGI Symbol;Acc:MGI:2177473]"
"ENSMUST00000216318","Or10c1","protein_coding","olfactory receptor family 10 subfamily C member 1 [Source:MGI Symbol;Acc:MGI:2177478]"
"ENSMUST00000195774","Gm38220","TEC","predicted gene, 38220 [Source:MGI Symbol;Acc:MGI:5611448]"
"ENSMUST00000233871","9130008F23Rik","nonsense_mediated_decay","RIKEN cDNA 9130008F23 gene [Source:MGI Symbol;Acc:MGI:1918833]"
"ENSMUST00000087114","Cenpq","protein_coding","centromere protein Q [Source:MGI Symbol;Acc:MGI:1933744]"
"ENSMUST00000079421","Daxx","protein_coding","Fas death domain-associated protein [Source:MGI Symbol;Acc:MGI:1197015]"
"ENSMUST00000173279","Daxx","protein_coding_CDS_not_defined","Fas death domain-associated protein [Source:MGI Symbol;Acc:MGI:1197015]"
"ENSMUST00000025161","Tapbp","protein_coding","TAP binding protein [Source:MGI Symbol;Acc:MGI:1201689]"
"ENSMUST00000234247","Tapbp","protein_coding","TAP binding protein [Source:MGI Symbol;Acc:MGI:1201689]"
"ENSMUST00000053429","Zbtb22","protein_coding","zinc finger and BTB domain containing 22 [Source:MGI Symbol;Acc:MGI:1931870]"
"ENSMUST00000047503","Rgl2","protein_coding","ral guanine nucleotide dissociation stimulator-like 2 [Source:MGI Symbol;Acc:MGI:107483]"
"ENSMUST00000025163","Pfdn6","protein_coding","prefoldin subunit 6 [Source:MGI Symbol;Acc:MGI:95908]"
"ENSMUST00000174048","Pfdn6","protein_coding","prefoldin subunit 6 [Source:MGI Symbol;Acc:MGI:95908]"
"ENSMUST00000179418","Pfdn6","protein_coding","prefoldin subunit 6 [Source:MGI Symbol;Acc:MGI:95908]"
"ENSMUST00000174426","Pfdn6","protein_coding","prefoldin subunit 6 [Source:MGI Symbol;Acc:MGI:95908]"
"ENSMUST00000173678","Pfdn6","protein_coding","prefoldin subunit 6 [Source:MGI Symbol;Acc:MGI:95908]"
"ENSMUST00000025170","Wdr46","protein_coding","WD repeat domain 46 [Source:MGI Symbol;Acc:MGI:1931871]"
"ENSMUST00000087543","B3galt4","protein_coding","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1859517]"
"ENSMUST00000174758","Rps18","retained_intron","ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]"
"ENSMUST00000174745","Rps18","protein_coding_CDS_not_defined","ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]"
"ENSMUST00000174609","Rps18","protein_coding","ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]"
"ENSMUST00000008812","Rps18","protein_coding","ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]"
"ENSMUST00000172799","Rps18","protein_coding_CDS_not_defined","ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]"
"ENSMUST00000174175","Rps18","retained_intron","ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]"
"ENSMUST00000174620","Rps18","retained_intron","ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]"
"ENSMUST00000173323","Rps18","retained_intron","ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]"
"ENSMUST00000025178","Vps52","protein_coding","VPS52 GARP complex subunit [Source:MGI Symbol;Acc:MGI:1330304]"
"ENSMUST00000235802","AA388235","lncRNA","expressed sequence AA388235 [Source:MGI Symbol;Acc:MGI:3035178]"
"ENSMUST00000236469","H2-K1","protein_coding","histocompatibility 2, K1, K region [Source:MGI Symbol;Acc:MGI:95904]"
"ENSMUST00000238021","H2-K1","retained_intron","histocompatibility 2, K1, K region [Source:MGI Symbol;Acc:MGI:95904]"
"ENSMUST00000025183","Ring1","protein_coding","ring finger protein 1 [Source:MGI Symbol;Acc:MGI:1101770]"
"ENSMUST00000174054","Ring1","retained_intron","ring finger protein 1 [Source:MGI Symbol;Acc:MGI:1101770]"
"ENSMUST00000173616","Hsd17b8","retained_intron","hydroxysteroid 17-beta dehydrogenase 8 [Source:MGI Symbol;Acc:MGI:95911]"
"ENSMUST00000025186","Slc39a7","protein_coding","solute carrier family 39 (zinc transporter), member 7 [Source:MGI Symbol;Acc:MGI:95909]"
"ENSMUST00000170491","Slc39a7","retained_intron","solute carrier family 39 (zinc transporter), member 7 [Source:MGI Symbol;Acc:MGI:95909]"
"ENSMUST00000044858","Rxrb","protein_coding","retinoid X receptor beta [Source:MGI Symbol;Acc:MGI:98215]"
"ENSMUST00000173554","Rxrb","retained_intron","retinoid X receptor beta [Source:MGI Symbol;Acc:MGI:98215]"
"ENSMUST00000174299","Rxrb","protein_coding","retinoid X receptor beta [Source:MGI Symbol;Acc:MGI:98215]"
"ENSMUST00000087497","Col11a2","protein_coding","collagen, type XI, alpha 2 [Source:MGI Symbol;Acc:MGI:88447]"
"ENSMUST00000114242","Brd2","protein_coding","bromodomain containing 2 [Source:MGI Symbol;Acc:MGI:99495]"
"ENSMUST00000025193","Brd2","protein_coding","bromodomain containing 2 [Source:MGI Symbol;Acc:MGI:99495]"
"ENSMUST00000154232","Brd2","nonsense_mediated_decay","bromodomain containing 2 [Source:MGI Symbol;Acc:MGI:99495]"
"ENSMUST00000173032","Brd2","protein_coding","bromodomain containing 2 [Source:MGI Symbol;Acc:MGI:99495]"
"ENSMUST00000155286","Brd2","retained_intron","bromodomain containing 2 [Source:MGI Symbol;Acc:MGI:99495]"
"ENSMUST00000233518","Gm49937","lncRNA","predicted gene, 49937 [Source:MGI Symbol;Acc:MGI:6270649]"
"ENSMUST00000086763","Adgre1","protein_coding","adhesion G protein-coupled receptor E1 [Source:MGI Symbol;Acc:MGI:106912]"
"ENSMUST00000004850","Adgre1","protein_coding","adhesion G protein-coupled receptor E1 [Source:MGI Symbol;Acc:MGI:106912]"
"ENSMUST00000234679","Vmn2r120","retained_intron","vomeronasal 2, receptor 120 [Source:MGI Symbol;Acc:MGI:3644483]"
"ENSMUST00000097289","C030034I22Rik","lncRNA","RIKEN cDNA C030034I22 gene [Source:MGI Symbol;Acc:MGI:1924783]"
"ENSMUST00000095448","E230001N04Rik","lncRNA","RIKEN cDNA E230001N04 gene [Source:MGI Symbol;Acc:MGI:2443549]"
"ENSMUST00000234020","Gm36486","retained_intron","predicted gene, 36486 [Source:MGI Symbol;Acc:MGI:5595645]"
"ENSMUST00000175668","Gm20703","lncRNA","predicted gene 20703 [Source:MGI Symbol;Acc:MGI:5313150]"
"ENSMUST00000220322","C230072F16Rik","lncRNA","RIKEN cDNA C230072F16 gene [Source:MGI Symbol;Acc:MGI:2444727]"
"ENSMUST00000219184","C230072F16Rik","lncRNA","RIKEN cDNA C230072F16 gene [Source:MGI Symbol;Acc:MGI:2444727]"
"ENSMUST00000232795","E130008D07Rik","lncRNA","RIKEN cDNA E130008D07 gene [Source:MGI Symbol;Acc:MGI:3584523]"
"ENSMUST00000180839","Gm17276","lncRNA","predicted gene, 17276 [Source:MGI Symbol;Acc:MGI:4936910]"
"ENSMUST00000236612","Gm17276","lncRNA","predicted gene, 17276 [Source:MGI Symbol;Acc:MGI:4936910]"
"ENSMUST00000233314","A230051N06Rik","lncRNA","RIKEN cDNA A230051N06 gene [Source:MGI Symbol;Acc:MGI:2444339]"
"ENSMUST00000137539","4833418N02Rik","lncRNA","RIKEN cDNA 4833418N02 gene [Source:MGI Symbol;Acc:MGI:1921847]"
"ENSMUST00000161759","4833418N02Rik","lncRNA","RIKEN cDNA 4833418N02 gene [Source:MGI Symbol;Acc:MGI:1921847]"
"ENSMUST00000234254","Gm30938","lncRNA","predicted gene, 30938 [Source:MGI Symbol;Acc:MGI:5590097]"
"ENSMUST00000235009","Gm31645","lncRNA","predicted gene, 31645 [Source:MGI Symbol;Acc:MGI:5590804]"
"ENSMUST00000175921","Six3os1","lncRNA","SIX homeobox 3, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1925118]"
"ENSMUST00000176958","Six3os1","lncRNA","SIX homeobox 3, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1925118]"
"ENSMUST00000177220","Six3os1","lncRNA","SIX homeobox 3, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1925118]"
"ENSMUST00000159030","Six3os1","lncRNA","SIX homeobox 3, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1925118]"
"ENSMUST00000176556","Six3os1","retained_intron","SIX homeobox 3, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1925118]"
"ENSMUST00000130952","Trmt61b","lncRNA","tRNA methyltransferase 61B [Source:MGI Symbol;Acc:MGI:1916039]"
"ENSMUST00000143828","Trmt61b","lncRNA","tRNA methyltransferase 61B [Source:MGI Symbol;Acc:MGI:1916039]"
"ENSMUST00000234071","Gm20939","lncRNA","predicted gene, 20939 [Source:MGI Symbol;Acc:MGI:5434295]"
"ENSMUST00000234295","Gm20939","lncRNA","predicted gene, 20939 [Source:MGI Symbol;Acc:MGI:5434295]"
"ENSMUST00000182639","Gm1976","lncRNA","predicted gene 1976 [Source:MGI Symbol;Acc:MGI:3780145]"
"ENSMUST00000084298","Gm1976","lncRNA","predicted gene 1976 [Source:MGI Symbol;Acc:MGI:3780145]"
"ENSMUST00000233454","Gm11110","lncRNA","predicted gene 11110 [Source:MGI Symbol;Acc:MGI:3779362]"
"ENSMUST00000235429","9630028I04Rik","lncRNA","RIKEN cDNA 9630028I04 gene [Source:MGI Symbol;Acc:MGI:2442601]"
"ENSMUST00000236230","Btnl1","retained_intron","butyrophilin-like 1 [Source:MGI Symbol;Acc:MGI:1932027]"
"ENSMUST00000172785","H2-D1","protein_coding","histocompatibility 2, D region locus 1 [Source:MGI Symbol;Acc:MGI:95896]"
"ENSMUST00000173975","H2-Q4","retained_intron","histocompatibility 2, Q region locus 4 [Source:MGI Symbol;Acc:MGI:95933]"
"ENSMUST00000174854","H2-Q5","retained_intron","histocompatibility 2, Q region locus 5 [Source:MGI Symbol;Acc:MGI:95934]"
"ENSMUST00000174699","H2-Q6","protein_coding","histocompatibility 2, Q region locus 6 [Source:MGI Symbol;Acc:MGI:95935]"
"ENSMUST00000173788","H2-Q7","retained_intron","histocompatibility 2, Q region locus 7 [Source:MGI Symbol;Acc:MGI:95936]"
"ENSMUST00000113742","Gm11127","protein_coding","predicted gene 11127 [Source:MGI Symbol;Acc:MGI:3779381]"
"ENSMUST00000174625","H2-T10","retained_intron","histocompatibility 2, T region locus 10 [Source:MGI Symbol;Acc:MGI:95942]"
"ENSMUST00000173133","H2-T3","nonsense_mediated_decay","histocompatibility 2, T region locus 3 [Source:MGI Symbol;Acc:MGI:95959]"
"ENSMUST00000120717","Capn11","protein_coding","calpain 11 [Source:MGI Symbol;Acc:MGI:1352490]"
"ENSMUST00000113523","Tmem63b","protein_coding","transmembrane protein 63b [Source:MGI Symbol;Acc:MGI:2387609]"
"ENSMUST00000024734","Mrpl14","protein_coding","mitochondrial ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1333864]"
"ENSMUST00000233108","1600014C23Rik","protein_coding_CDS_not_defined","RIKEN cDNA 1600014C23 gene [Source:MGI Symbol;Acc:MGI:1919490]"
"ENSMUST00000180558","F630040K05Rik","lncRNA","RIKEN cDNA F630040K05 gene [Source:MGI Symbol;Acc:MGI:4437734]"
"ENSMUST00000180519","F630040K05Rik","lncRNA","RIKEN cDNA F630040K05 gene [Source:MGI Symbol;Acc:MGI:4437734]"
"ENSMUST00000233473","F630040K05Rik","lncRNA","RIKEN cDNA F630040K05 gene [Source:MGI Symbol;Acc:MGI:4437734]"
"ENSMUST00000068291","H2-Q10","protein_coding","histocompatibility 2, Q region locus 10 [Source:MGI Symbol;Acc:MGI:95929]"
"ENSMUST00000161012","Tcf19","protein_coding","transcription factor 19 [Source:MGI Symbol;Acc:MGI:103180]"
"ENSMUST00000174827","Cchcr1","retained_intron","coiled-coil alpha-helical rod protein 1 [Source:MGI Symbol;Acc:MGI:2385321]"
"ENSMUST00000045956","Cchcr1","protein_coding","coiled-coil alpha-helical rod protein 1 [Source:MGI Symbol;Acc:MGI:2385321]"
"ENSMUST00000173903","Cchcr1","protein_coding","coiled-coil alpha-helical rod protein 1 [Source:MGI Symbol;Acc:MGI:2385321]"
"ENSMUST00000025273","Psors1c2","protein_coding","psoriasis susceptibility 1 candidate 2 (human) [Source:MGI Symbol;Acc:MGI:1930025]"
"ENSMUST00000044804","Cdsn","protein_coding","corneodesmosin [Source:MGI Symbol;Acc:MGI:3505689]"
"ENSMUST00000044326","2300002M23Rik","protein_coding","RIKEN cDNA 2300002M23 gene [Source:MGI Symbol;Acc:MGI:1916792]"
"ENSMUST00000043674","Vars2","protein_coding","valyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1916165]"
"ENSMUST00000165787","Vars2","retained_intron","valyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1916165]"
"ENSMUST00000168922","Vars2","nonsense_mediated_decay","valyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1916165]"
"ENSMUST00000001565","Gtf2h4","protein_coding","general transcription factor II H, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1338799]"
"ENSMUST00000160535","Gtf2h4","retained_intron","general transcription factor II H, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1338799]"
"ENSMUST00000119825","Ddr1","protein_coding","discoidin domain receptor family, member 1 [Source:MGI Symbol;Acc:MGI:99216]"
"ENSMUST00000097333","Ddr1","protein_coding","discoidin domain receptor family, member 1 [Source:MGI Symbol;Acc:MGI:99216]"
"ENSMUST00000174630","Gm20442","lncRNA","predicted gene 20442 [Source:MGI Symbol;Acc:MGI:5141907]"
"ENSMUST00000170759","Gpatch11","protein_coding","G patch domain containing 11 [Source:MGI Symbol;Acc:MGI:1858435]"
"ENSMUST00000233913","Gpatch11","retained_intron","G patch domain containing 11 [Source:MGI Symbol;Acc:MGI:1858435]"
"ENSMUST00000167498","Gm6548","processed_pseudogene","predicted gene 6548 [Source:MGI Symbol;Acc:MGI:3644071]"
"ENSMUST00000024884","Eif2ak2","protein_coding","eukaryotic translation initiation factor 2-alpha kinase 2 [Source:MGI Symbol;Acc:MGI:1353449]"
"ENSMUST00000169940","Eif2ak2","retained_intron","eukaryotic translation initiation factor 2-alpha kinase 2 [Source:MGI Symbol;Acc:MGI:1353449]"
"ENSMUST00000180077","Cebpzos","protein_coding","CCAAT/enhancer binding protein (C/EBP), zeta, opposite strand [Source:MGI Symbol;Acc:MGI:1915804]"
"ENSMUST00000024885","Cebpz","protein_coding","CCAAT/enhancer binding protein zeta [Source:MGI Symbol;Acc:MGI:109386]"
"ENSMUST00000232899","Cebpz","protein_coding_CDS_not_defined","CCAAT/enhancer binding protein zeta [Source:MGI Symbol;Acc:MGI:109386]"
"ENSMUST00000024887","Ndufaf7","protein_coding","NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:MGI Symbol;Acc:MGI:1920944]"
"ENSMUST00000233068","Ndufaf7","protein_coding","NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:MGI Symbol;Acc:MGI:1920944]"
"ENSMUST00000233168","Ndufaf7","retained_intron","NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:MGI Symbol;Acc:MGI:1920944]"
"ENSMUST00000233935","Ndufaf7","protein_coding","NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:MGI Symbol;Acc:MGI:1920944]"
"ENSMUST00000003191","Prkd3","protein_coding","protein kinase D3 [Source:MGI Symbol;Acc:MGI:1922542]"
"ENSMUST00000119284","Prkd3","protein_coding","protein kinase D3 [Source:MGI Symbol;Acc:MGI:1922542]"
"ENSMUST00000025065","Nudt12","protein_coding","nudix hydrolase 12 [Source:MGI Symbol;Acc:MGI:1915243]"
"ENSMUST00000174108","Nudt12","retained_intron","nudix hydrolase 12 [Source:MGI Symbol;Acc:MGI:1915243]"
"ENSMUST00000177108","Pdzph1","retained_intron","PDZ and pleckstrin homology domains 1 [Source:MGI Symbol;Acc:MGI:1916489]"
"ENSMUST00000134652","Ttc39d","protein_coding","tetratricopeptide repeat domain 39D [Source:MGI Symbol;Acc:MGI:1914987]"
"ENSMUST00000053168","Ttc39d","protein_coding","tetratricopeptide repeat domain 39D [Source:MGI Symbol;Acc:MGI:1914987]"
"ENSMUST00000086555","Dhx57","protein_coding","DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57 [Source:MGI Symbol;Acc:MGI:2147067]"
"ENSMUST00000234217","Gm50087","lncRNA","predicted gene, 50087 [Source:MGI Symbol;Acc:MGI:6275421]"
"ENSMUST00000227729","Morn2","protein_coding","MORN repeat containing 2 [Source:MGI Symbol;Acc:MGI:2674071]"
"ENSMUST00000061703","Morn2","protein_coding","MORN repeat containing 2 [Source:MGI Symbol;Acc:MGI:2674071]"
"ENSMUST00000225018","Arhgef33","retained_intron","Rho guanine nucleotide exchange factor (GEF) 33 [Source:MGI Symbol;Acc:MGI:2685787]"
"ENSMUST00000225223","Arhgef33","protein_coding","Rho guanine nucleotide exchange factor (GEF) 33 [Source:MGI Symbol;Acc:MGI:2685787]"
"ENSMUST00000068714","Sos1","protein_coding","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:MGI Symbol;Acc:MGI:98354]"
"ENSMUST00000234841","Sos1","retained_intron","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:MGI Symbol;Acc:MGI:98354]"
"ENSMUST00000234190","Gm26885","lncRNA","predicted gene, 26885 [Source:MGI Symbol;Acc:MGI:5477379]"
"ENSMUST00000234257","Gm26885","lncRNA","predicted gene, 26885 [Source:MGI Symbol;Acc:MGI:5477379]"
"ENSMUST00000235107","Gm26885","lncRNA","predicted gene, 26885 [Source:MGI Symbol;Acc:MGI:5477379]"
"ENSMUST00000234294","Pim1","retained_intron","proviral integration site 1 [Source:MGI Symbol;Acc:MGI:97584]"
"ENSMUST00000234665","Pim1","protein_coding","proviral integration site 1 [Source:MGI Symbol;Acc:MGI:97584]"
"ENSMUST00000234305","Gm17657","protein_coding","predicted gene, 17657 [Source:MGI Symbol;Acc:MGI:4937291]"
"ENSMUST00000114683","Tmem217","protein_coding","transmembrane protein 217 [Source:MGI Symbol;Acc:MGI:3646280]"
"ENSMUST00000234648","Tmem217","protein_coding","transmembrane protein 217 [Source:MGI Symbol;Acc:MGI:3646280]"
"ENSMUST00000048677","Tbc1d22b","protein_coding","TBC1 domain family, member 22B [Source:MGI Symbol;Acc:MGI:2681867]"
"ENSMUST00000234778","Tbc1d22b","nonsense_mediated_decay","TBC1 domain family, member 22B [Source:MGI Symbol;Acc:MGI:2681867]"
"ENSMUST00000160114","Tbc1d22b","retained_intron","TBC1 domain family, member 22B [Source:MGI Symbol;Acc:MGI:2681867]"
"ENSMUST00000172501","1110038B12Rik","lncRNA","RIKEN cDNA 1110038B12 gene [Source:MGI Symbol;Acc:MGI:1916013]"
"ENSMUST00000173811","1110038B12Rik","retained_intron","RIKEN cDNA 1110038B12 gene [Source:MGI Symbol;Acc:MGI:1916013]"
"ENSMUST00000173070","1110038B12Rik","lncRNA","RIKEN cDNA 1110038B12 gene [Source:MGI Symbol;Acc:MGI:1916013]"
"ENSMUST00000174464","1110038B12Rik","retained_intron","RIKEN cDNA 1110038B12 gene [Source:MGI Symbol;Acc:MGI:1916013]"
"ENSMUST00000172753","Hspa1b","protein_coding","heat shock protein 1B [Source:MGI Symbol;Acc:MGI:99517]"
"ENSMUST00000087328","Hspa1a","protein_coding","heat shock protein 1A [Source:MGI Symbol;Acc:MGI:96244]"
"ENSMUST00000007248","Hspa1l","protein_coding","heat shock protein 1-like [Source:MGI Symbol;Acc:MGI:96231]"
"ENSMUST00000151136","Gm10501","lncRNA","predicted gene 10501 [Source:MGI Symbol;Acc:MGI:3704476]"
"ENSMUST00000114011","Lsm2","protein_coding","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:90676]"
"ENSMUST00000172890","Lsm2","protein_coding_CDS_not_defined","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:90676]"
"ENSMUST00000087315","Vars","protein_coding","valyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:90675]"
"ENSMUST00000172637","Vars","retained_intron","valyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:90675]"
"ENSMUST00000007245","Vwa7","protein_coding","von Willebrand factor A domain containing 7 [Source:MGI Symbol;Acc:MGI:1306798]"
"ENSMUST00000173211","Sapcd1","retained_intron","suppressor APC domain containing 1 [Source:MGI Symbol;Acc:MGI:2388100]"
"ENSMUST00000173124","Msh5","protein_coding_CDS_not_defined","mutS homolog 5 [Source:MGI Symbol;Acc:MGI:1329021]"
"ENSMUST00000165329","Msh5","retained_intron","mutS homolog 5 [Source:MGI Symbol;Acc:MGI:1329021]"
"ENSMUST00000173928","Msh5","retained_intron","mutS homolog 5 [Source:MGI Symbol;Acc:MGI:1329021]"
"ENSMUST00000007257","Clic1","protein_coding","chloride intracellular channel 1 [Source:MGI Symbol;Acc:MGI:2148924]"
"ENSMUST00000172599","Clic1","retained_intron","chloride intracellular channel 1 [Source:MGI Symbol;Acc:MGI:2148924]"
"ENSMUST00000007255","Ddah2","protein_coding","dimethylarginine dimethylaminohydrolase 2 [Source:MGI Symbol;Acc:MGI:1859016]"
